Date,Current Red-Phase: Aksum (A),Current White-Phase: Aksum (A),Current Blue-Phase: Aksum (A),Current Red-Phase: Maps (A),Current White-Phase: Maps (A),Current Blue-Phase: Maps (A),Current Red-Phase: Songhai (A),Current White-Phase: Songhai (A),Current Blue-Phase: Songhai (A)
25/12/2019 23:00,54.3,42.9,40.4,29.7,26.7,17,17,17.7,5.4
26/12/2019 00:00,22,12.3,9.4,30.7,27.4,17.6,19.3,20.3,8
26/12/2019 01:00,24.2,13.4,7.1,30.1,26,16.5,18,19.6,7
26/12/2019 02:00,20,10.6,6.4,28.9,24.5,15.9,18.9,19.8,8
26/12/2019 03:00,44.8,34.6,31.8,29.9,25.7,17.1,19.3,19.4,8.4
26/12/2019 04:00,24.5,14.7,10.7,28.7,24.9,16.4,29.5,29.5,19.5
26/12/2019 05:00,42.9,33.3,30.3,29.1,25.4,16.8,29.8,29.4,19.4
26/12/2019 06:00,43,33.7,29.7,28.7,25.5,16,25.5,25.5,14.3
26/12/2019 07:00,57,46.4,43.8,28.8,24.6,15.7,26.8,26.7,15.9
26/12/2019 08:00,22.8,12.7,9.3,29.9,25.4,16.5,22.8,22.9,12.3
26/12/2019 09:00,26.1,15.3,12.2,30.4,26.4,16.2,19.5,18.6,7.7
26/12/2019 10:00,23.9,13,9.1,28.9,24.3,15.5,15.5,15.4,4.2
26/12/2019 11:00,28.2,17.2,13.6,29,24.7,16.2,15.7,15.6,4.3
26/12/2019 12:00,21.4,9.7,5.9,28.7,24.3,16.7,15.7,15.8,4.1
26/12/2019 13:00,21.5,9.5,5.8,32.9,26.3,16.9,15.7,15.3,4.9
26/12/2019 14:00,19,9.9,6.1,38.7,28.7,18.7,15.1,15,4.1
26/12/2019 15:00,32.4,23,19.9,31,25.8,21.8,15.5,15.1,4.3
26/12/2019 16:00,21.1,11.5,7.8,30,26.5,16.7,16.9,15.6,5
26/12/2019 17:00,38.3,28.6,25.5,33.8,29.6,19.6,17.3,17.1,6.6
26/12/2019 18:00,29.1,20.1,17.8,32.2,27.3,17.3,21.3,21.6,13
26/12/2019 19:00,21.6,12.4,7.3,35.2,30.6,19.4,27,24.3,19.7
26/12/2019 20:00,24,14.9,9.4,33.2,32,18.9,23.2,22,12.9
26/12/2019 21:00,47.6,38.8,35.1,32.7,29,18.4,32.4,33.6,23.1
26/12/2019 22:00,80.2,73.4,69.2,35.2,28.2,18.4,30.5,31.2,20.4
26/12/2019 23:00,57,49.7,45.8,36.7,32.2,22.6,26.4,27.4,15.9
27/12/2019 00:00,21.7,13.4,9.7,31.9,29.9,21.1,26.8,27.7,16.1
27/12/2019 01:00,21.6,12.6,10.1,29.7,26.6,16.9,27.5,30.3,17.6
27/12/2019 02:00,33.6,25.9,22,30.5,27.5,18.4,22.8,24.5,12.3
27/12/2019 03:00,31.3,23.8,19.8,28.7,25.7,16.8,24.3,25.2,13.8
27/12/2019 04:00,18.1,10,5.6,28,24.6,15.8,18.5,19.4,7.9
27/12/2019 05:00,52.1,44.8,41.4,28.5,25.7,16.4,18.6,19.2,7.7
27/12/2019 06:00,60.1,52.3,48.5,26.9,23.9,14,18.8,19.1,7.3
27/12/2019 07:00,38.2,26.9,23.2,28.6,25.2,15.5,18.4,18.8,7.4
27/12/2019 08:00,19.5,11.8,7.5,29.5,25,15.6,17.5,17.6,6.9
27/12/2019 09:00,23.6,14.4,11.3,29.6,24.7,16.3,18.2,18,6.1
27/12/2019 10:00,25,19.7,17,28.8,23.3,15.3,16.7,17.7,5.5
27/12/2019 11:00,23.7,13.7,10.1,28,24.9,16.7,18.4,14.7,3.7
27/12/2019 12:00,26.2,19.3,16.2,31.7,26.5,18.5,18.1,15.1,4.9
27/12/2019 13:00,28.1,12,7.9,30.5,26,17.3,15.5,12.3,2
27/12/2019 14:00,25.3,14.4,9.8,29.7,26,16.8,14.4,12.5,1.9
27/12/2019 15:00,23,13.8,10,27.4,23,14.5,13.6,13.6,2.1
27/12/2019 16:00,21.3,12.6,7.6,30.1,25.6,16.7,13.2,14.6,3.2
27/12/2019 17:00,20.2,12.5,7.4,32.1,26.6,16.9,12.9,13.4,2.2
27/12/2019 18:00,22.8,13.5,9.7,32.2,26.2,18.2,18.6,13.6,2.6
27/12/2019 19:00,24.2,13.6,8.8,32,25.3,16.3,19,16.3,2.9
27/12/2019 20:00,59.5,46.6,42.4,33.1,30.1,19.4,25.8,17.4,5.5
27/12/2019 21:00,89.2,77.8,72,32.3,30.2,19.7,30.4,25.5,12.6
27/12/2019 22:00,49.6,40.2,37.9,32.1,27.1,19.9,28.5,25.2,18
27/12/2019 23:00,36.8,25.6,23.1,33.7,28.6,23.5,27.5,23.4,11.2
28/12/2019 00:00,22.2,11.9,8.6,30.8,27.9,19.2,22.8,23.4,11.3
28/12/2019 01:00,18.7,12,7.3,31.5,27.1,16.4,33.8,33.8,22.7
28/12/2019 02:00,44,36.9,32.1,30.1,26.4,18.1,30.1,30.8,20
28/12/2019 03:00,27.6,21.1,16.1,27.8,24.5,15.6,27.8,28.9,18
28/12/2019 04:00,23.7,15.8,11.7,27.9,24.9,16.1,26.2,27.1,16.2
28/12/2019 05:00,34.5,26.8,23.5,28.2,25.5,16.7,24.6,25.3,14.2
28/12/2019 06:00,39.6,28.8,25.8,26.1,23.9,13.9,18.8,19.4,7.8
28/12/2019 07:00,47.9,39.6,36.6,27,23.3,14.1,22.3,18.4,12.8
28/12/2019 08:00,18.4,9.6,5.3,28.9,24.2,15.5,22.4,17.2,11.4
28/12/2019 09:00,18.8,9.3,5.4,30.8,25.2,16.8,20,15.8,10.9
28/12/2019 10:00,18.6,9.2,5.7,30.5,21.8,13.6,26.6,16.3,6.1
28/12/2019 11:00,19.4,9.4,5.5,28.2,27.1,18.9,21.1,13.2,9.9
28/12/2019 12:00,20.1,9.6,5.2,32.3,28.9,18.9,18.9,14.3,8.8
28/12/2019 13:00,19.7,9.4,5.5,33,27.2,16.4,14.1,13.2,2.4
28/12/2019 14:00,24.5,9.7,6,30.4,24.3,17.1,16,15.7,3.7
28/12/2019 15:00,23.6,11,5.7,27.4,21.8,12.8,13.6,14.3,2
28/12/2019 16:00,19.7,10,7,32.7,27.7,15.3,13.6,14.8,2.1
28/12/2019 17:00,24,9.8,6,33.2,24.2,15.4,14,14.8,2.5
28/12/2019 18:00,21.4,9.9,6.2,27.3,22.2,14.1,13.1,14.6,2.8
28/12/2019 19:00,20.1,10.8,6.1,32.1,25.8,17.9,13.6,15.4,2.6
28/12/2019 20:00,41.2,34.4,29.7,30.4,28.2,17.3,16.7,18.5,5.9
28/12/2019 21:00,85.9,76.8,71.7,31.9,28.9,19.4,18.7,19.9,7.9
28/12/2019 22:00,63.6,52.2,48.8,35.7,32.5,23.8,17.7,19.1,6.5
28/12/2019 23:00,34.9,25.5,20,36.4,31,20.2,19.7,21.3,9.5
29/12/2019 00:00,21.2,12.4,6.2,31.2,27.3,17,20.2,21.2,9.3
29/12/2019 01:00,43.3,34.6,29.3,32.1,29,18.7,30.5,30,19.6
29/12/2019 02:00,37,27.5,24.7,30.1,26,17.1,30.2,31.1,20.4
29/12/2019 03:00,23.7,15.9,11.1,30.1,26.7,17.7,27,27.6,17.1
29/12/2019 04:00,18,9.9,5.3,28.5,25.4,16.7,26.7,27.2,16.9
29/12/2019 11:00,18.4,9.1,4.9,16.1,13.6,9.1,23,17.4,5.7
29/12/2019 12:00,20.5,10.5,6.3,32.9,32.1,23,15.7,16.3,4.4
29/12/2019 13:00,20.4,10.5,6.5,31.5,28.7,19.6,15.3,16,4.2
29/12/2019 14:00,24.8,12.1,8.4,32.7,30.6,20.9,16.3,17.8,5.2
29/12/2019 15:00,23,11.8,8.8,32.7,26.4,16.2,24.6,20.6,10.9
29/12/2019 16:00,20.3,17.4,15.6,37.6,34.9,27.5,17.4,13.6,8.7
29/12/2019 17:00,25.1,15.4,11.5,34.7,30.7,25.2,13.5,13.8,5.1
29/12/2019 18:00,22.7,14.7,13.3,30.1,25.7,16.7,19.1,18.9,8.8
29/12/2019 19:00,39.6,29.6,26.3,32,26.6,21.8,18.4,19,8.5
29/12/2019 20:00,85.3,75.4,74.2,30.2,28.1,14.8,23.9,22.5,10.1
29/12/2019 21:00,76.7,64.3,65.1,30.6,28.1,16.7,23.3,23.8,10.2
29/12/2019 22:00,41.1,28.7,27.1,30.3,26.3,15.6,26.1,27.3,15
29/12/2019 23:00,40.1,25.7,21.5,30.3,26.4,16.8,32.2,32.9,21.8
30/12/2019 00:00,27.3,14,9.5,29.8,26.7,16.9,29,30.6,18.8
30/12/2019 01:00,44.5,31.9,28.5,31.5,30.2,19.4,25.1,26.6,14.7
30/12/2019 02:00,21.9,11.5,7,27,24.3,13.9,26.8,27.5,15.1
30/12/2019 03:00,31.3,22.5,18.8,30.7,28.2,18.9,24.7,25.6,14.4
30/12/2019 04:00,32.8,23,19.6,29.2,26.5,17.4,17.7,18.8,7.3
30/12/2019 05:00,37.8,26.8,23.7,26.4,23.7,14.5,17.6,18.4,7.1
30/12/2019 06:00,61,49.2,45.7,27.9,24.9,15.8,17.7,18.3,6.9
30/12/2019 07:00,40.4,31.7,28.1,29.4,26.1,16.9,17.9,18.6,7.5
30/12/2019 08:00,47.4,38.3,34.8,28.4,25.4,15.7,27.1,28.6,18.7
30/12/2019 09:00,35.9,28,23.9,35,29.9,20.2,31.5,32.6,20.9
30/12/2019 10:00,37.6,29.8,27.2,30.3,27.1,18.9,30.1,28.8,17
30/12/2019 11:00,39.7,30.5,28.5,29.5,26.3,17.9,25.7,31.5,20.2
30/12/2019 12:00,25.8,16.1,13.3,33.3,29.7,21.5,24,27.7,20.6
30/12/2019 13:00,28.6,18.1,15.9,31.9,25.4,18.9,29.4,27.8,19.2
30/12/2019 14:00,22.9,13.3,10.5,31,29.4,19.1,21.9,24.4,12.6
30/12/2019 15:00,44,35.1,32.1,37.8,29.2,20.1,18.8,18.6,8.1
30/12/2019 16:00,55.5,43.9,42,30.6,26.9,18.2,18.2,19.8,8.7
30/12/2019 17:00,27.9,12.5,10.1,33.1,28.2,19.4,22.4,22.4,11
30/12/2019 18:00,21.8,9.5,6.6,31.8,30.7,22.4,27.1,32.7,21.8
30/12/2019 19:00,26,13.1,9.2,32,31,22.8,32.8,35.5,24.3
30/12/2019 20:00,42.9,27.5,22.7,34.2,30.7,22.4,34.7,34.1,23.2
30/12/2019 21:00,78.7,69.1,66.1,34.6,29.8,20.4,32,30.7,19.7
30/12/2019 22:00,61.2,52.1,48.9,35.1,31.4,21.4,32.3,30.2,19.5
30/12/2019 23:00,54.8,44.3,42.1,39.5,36.9,25.6,35.4,34.2,23.3
31/12/2019 00:00,23.9,12.3,10.3,40,40,28.3,34.2,36.5,24.7
31/12/2019 01:00,18.6,8.8,6.1,31.4,30.2,20.3,29.7,28.9,18
31/12/2019 02:00,17.9,7.9,5.5,32,27.8,19.1,25.1,25.5,15.8
31/12/2019 03:00,36.8,25.9,24.5,30,27.5,19.3,24,24,14.7
31/12/2019 04:00,32.8,21.9,20.3,28,25.6,17.6,26.1,26.6,16.5
31/12/2019 05:00,52.2,40.3,39.5,28,25.9,17.3,18,18.5,8.1
31/12/2019 12:00,24.4,12.4,9.5,28.8,24.9,15.8,15.5,15.8,4.2
31/12/2019 13:00,20.4,10.3,7.6,28.4,24.6,15.6,16.4,17.5,5.9
31/12/2019 14:00,26.1,14.4,10.9,28.4,24.7,15.6,14.2,14.8,2.3
31/12/2019 15:00,23.5,10.8,7.9,27.3,24.1,14.9,15.6,16.2,4.4
31/12/2019 16:00,21,9.7,6.4,27.7,24.2,15,12.9,13.8,2.2
31/12/2019 17:00,15,6.8,3.3,27.2,22.5,14.4,11.8,10.8,2.1
31/12/2019 18:00,15.8,7,4.5,26.6,22.2,14.4,14.5,15.1,6.4
31/12/2019 19:00,35.2,22.6,20.2,25.6,23.7,16.3,19.7,15.3,4.4
31/12/2019 20:00,52.3,40.3,36.9,27.6,25.5,17,23.9,20.2,9.9
31/12/2019 21:00,73.3,63.8,62.5,24.8,26,14.4,25.7,25.6,16.8
31/12/2019 22:00,51.7,42,40.9,25,24.6,14.3,30.2,31.1,21.7
31/12/2019 23:00,37.1,26.9,25,25.8,27,17.2,25.2,26.2,16.8
01/01/2020 00:00,19.2,11.4,8.7,26.9,25.5,16.5,24.7,25.1,15.8
01/01/2020 01:00,20.5,11.9,9,25.2,25.6,16.7,25.8,26.3,16.9
01/01/2020 02:00,21.9,11.8,8.3,23.8,22.9,14.9,17.6,18.2,8.2
01/01/2020 03:00,22.3,11.3,8.4,22.1,21.9,12.9,16.5,17.2,7.1
01/01/2020 04:00,24.4,12.1,9.4,23.9,23.3,14.3,16.3,16.9,6.9
01/01/2020 05:00,39.4,30.6,27.6,23.8,21.7,12.9,16.4,16.9,6.8
01/01/2020 06:00,35,27,24.1,24.8,23.2,13.7,15.4,15.6,5
01/01/2020 07:00,35.5,23.1,20.2,24.4,21.4,11.8,15.2,15.9,5.6
01/01/2020 08:00,19.2,8.6,4.3,23.8,21.1,11.8,17.1,18.8,8.1
01/01/2020 09:00,18.1,8.2,3.7,25.2,22.7,12.6,17,15.2,4.2
01/01/2020 10:00,18.6,7.8,5,22.5,19.8,9.6,14.9,15.1,4.1
01/01/2020 11:00,21.4,7.7,5.2,24.3,22.3,11.7,17.7,20.5,10
01/01/2020 12:00,22.5,7.3,7.5,23.8,19.8,11.2,16.2,15.1,4.2
01/01/2020 13:00,25.3,12.8,11.9,25.1,21.7,15.4,15.8,15.7,4.8
01/01/2020 14:00,26.3,9,9.1,25.3,21.8,17.3,14.4,14,2.5
01/01/2020 15:00,25,8.8,8.4,26.7,24.8,15,14.6,12.8,2.4
01/01/2020 16:00,23.9,8.5,9,23.8,21.3,10.9,13.4,12.8,2.3
01/01/2020 17:00,20.8,9.3,8.6,23.2,19.6,9.9,17.9,16.8,6
01/01/2020 18:00,20.4,9.8,9.2,23.7,21.7,11.4,14.9,13.5,2.9
01/01/2020 19:00,20,10.8,7.1,26.4,24.5,12.2,15.3,14.1,2.7
01/01/2020 20:00,20,13.6,6.6,25.3,23.8,14.1,17.9,14.7,3
01/01/2020 21:00,22,10,6.4,29.4,26.7,15.8,16.2,15,2.7
01/01/2020 22:00,64.1,50,49.9,27.1,24.5,15,15.1,14,2.6
01/01/2020 23:00,54.9,39.7,38.9,26.8,24.7,14.8,16.8,16.7,6.5
02/01/2020 00:00,24.9,14.6,13.2,27.3,25.8,16.5,13.1,13.3,2.5
02/01/2020 01:00,25.1,15.6,14,25.8,26.5,15.5,15.5,16.1,5.5
02/01/2020 02:00,25.2,15.8,14,25,24.7,15.2,15.6,15.3,5
02/01/2020 03:00,25.8,16.6,14,26.1,25.4,15.3,17.6,17.4,7.6
02/01/2020 04:00,24.3,14.4,12.1,21.7,20.9,11.7,15.2,15.1,5.2
02/01/2020 05:00,40.4,30.5,28.9,23.6,23,13.7,22,22.6,12.5
02/01/2020 06:00,36.6,26.5,23.9,21.2,20.3,11.4,27.4,28.4,18.1
02/01/2020 07:00,38.1,24.3,22.1,22,19.9,10.7,14.7,15.5,5
02/01/2020 08:00,19.8,9.6,6.3,20.9,18.1,9.5,16.3,16.8,6.3
02/01/2020 09:00,21.6,13,8.8,17.6,17.8,6.5,14.6,15.3,4
02/01/2020 10:00,21.8,12.2,8,20.2,23.7,8.3,17.5,12.5,1.8
02/01/2020 11:00,25,16.2,11.7,21.3,22.1,10.3,14.7,12.8,2.1
02/01/2020 12:00,25.8,15.3,10.6,21,23.7,10.4,15,15.7,5.4
02/01/2020 13:00,19.9,8.8,6,23.4,23.5,12,15.3,14.8,4.4
02/01/2020 14:00,21.4,11,9.4,21.2,21.8,9.7,14,13.7,3
02/01/2020 15:00,21.8,9.4,5.4,24.3,21.2,12.2,14.1,13.3,2.2
02/01/2020 16:00,25.6,17.8,13.6,22.9,21.8,13.2,15.2,13,2.2
02/01/2020 17:00,24.1,10.8,7.8,24.5,21.7,12.8,14.4,14.2,2.6
02/01/2020 18:00,21.6,9.5,6.4,22.9,20.5,10.9,16.6,15.9,3.8
02/01/2020 19:00,22.6,9.4,7.3,28.4,27.9,13.7,16.4,16.9,5
02/01/2020 20:00,40.1,27.9,25.2,26.8,27.7,20.2,18.9,16.6,4.4
02/01/2020 21:00,55.9,37.6,36.2,29.3,25.2,15.5,17.7,19.1,7.6
02/01/2020 22:00,44.9,30.3,29.7,30.9,29.5,18,16.9,18.4,5.9
02/01/2020 23:00,39.4,27.7,25.9,27.2,26.3,16.6,18,19.2,6.5
03/01/2020 00:00,23.8,12.5,8.2,27.1,25.5,15.8,20.5,22.7,9.1
03/01/2020 01:00,48,36.6,33.5,29,24.2,14.2,23.2,25.3,12.2
03/01/2020 02:00,33.3,22.3,19.1,26,24.3,14.4,31.5,31.8,21
03/01/2020 03:00,19.9,9.3,5.6,26.8,22.5,13.4,26.7,26.6,15.8
03/01/2020 04:00,19.3,9.4,5.9,23.5,21.2,12.3,25.4,25.5,15.6
03/01/2020 05:00,34.4,24.7,22,24.4,22.3,13.5,21.3,21.2,11.1
03/01/2020 06:00,15.7,10.9,8.8,23.7,21.7,11.9,18.4,18.3,7.4
03/01/2020 12:00,21.9,8.9,5.2,25,23.2,14.1,17,17,6.1
03/01/2020 13:00,20.2,9,5.1,30.7,28,19.6,15.8,14.5,3.7
03/01/2020 14:00,20.5,11.9,8.2,25.5,22.2,13.2,17.1,16.9,5.4
03/01/2020 15:00,25.9,15.4,11,26.7,22.1,12.2,16,16,4.3
03/01/2020 16:00,20.9,8.8,5.2,25.6,23.2,14.1,15.4,15.3,4.3
03/01/2020 17:00,19.9,9,5.3,27.6,26.1,17.4,15.9,16.1,4.7
03/01/2020 18:00,20.4,9.4,6.9,30.3,27.4,18.7,18.2,17.4,7.4
03/01/2020 19:00,34.6,21.5,20.9,24.8,23.9,15.2,29,24.8,13.4
03/01/2020 20:00,49.9,35.1,33.6,25.2,24.1,14.2,37.3,36.1,24.7
03/01/2020 21:00,49.2,35.5,32.5,27.1,25.9,15.6,26.5,26.8,15.1
03/01/2020 22:00,77.7,61.9,58.9,26.4,33.2,21.6,29.6,28.9,17
03/01/2020 23:00,55.8,44.6,42.2,27.6,25.7,16,36.1,34.8,22.6
04/01/2020 00:00,22.8,12.7,8.3,25.8,25.4,15.3,29,28.6,16.9
04/01/2020 01:00,21.2,12.6,6,26.6,25.3,15.8,25.8,26.3,14.8
04/01/2020 02:00,20.5,10.4,6.1,24.2,23.5,13.2,19.7,20,8.4
04/01/2020 03:00,41.8,30.7,28.4,23.8,23.4,13.3,17.7,17.6,7
04/01/2020 04:00,22.6,9.7,5.9,23.8,23.2,13.3,16.5,16.6,5.9
04/01/2020 11:00,11.2,5.9,4.3,12.3,10.6,6,19.2,13.9,1.9
04/01/2020 12:00,23.8,12.8,9.1,24.7,22.8,13.7,20,18.7,6.5
04/01/2020 13:00,19.6,8.9,5.7,22.8,20.9,12.2,18.8,17.7,5.6
04/01/2020 14:00,20.3,8.7,5.9,21.8,20.6,11.1,17.9,17.1,5.1
04/01/2020 15:00,21.7,9.8,7.1,21.9,22,12,14.5,14.9,5.9
04/01/2020 16:00,20.9,9.8,7.3,25.1,23,13.5,19.3,14.2,3.4
04/01/2020 17:00,22,9.2,7,23.1,21.5,11.4,16,14.8,3.3
04/01/2020 18:00,21.3,9.9,9,24.7,22.2,13.3,16.5,16.3,6.4
04/01/2020 19:00,23,12.2,11.5,26.8,22.3,12.7,17,15.6,4.8
04/01/2020 20:00,27.7,13.8,11.9,30.4,25.3,16.8,16.1,16.8,2.7
04/01/2020 21:00,48.2,39,35.8,26.3,24.7,17.8,17.9,18.3,5.7
04/01/2020 22:00,79.7,68.3,63.6,28.9,26.1,16.4,17.7,18.2,5.9
04/01/2020 23:00,43.1,29.1,26.7,32,29.8,19.8,17.4,17.9,5.5
05/01/2020 00:00,23.2,10.6,7.8,25.8,24,14.4,17,18.1,5.4
05/01/2020 01:00,24.2,9.5,6.4,26.7,26.2,15.9,18.7,18,6.1
05/01/2020 02:00,21.6,9,6.3,24.4,23.4,14.1,26.2,24.9,14.9
05/01/2020 03:00,20.2,8.9,6.3,24.5,23,14.7,31.8,31.1,21.1
05/01/2020 04:00,57,46,44.4,23,21.6,13.2,28.2,27.9,17.3
05/01/2020 05:00,68.2,56.8,55.7,24.3,22.8,14.5,30.9,31,20
05/01/2020 06:00,38.5,27.7,25.3,13.2,12.4,8.1,11.9,11.9,6.2
05/01/2020 12:00,25.9,15.2,12.2,26.3,22.6,16.3,14,14.9,3
05/01/2020 13:00,21.5,10.3,6.7,29.3,26.1,19.1,17.1,14.5,1.9
05/01/2020 14:00,22.5,9.8,6.9,25.6,25,14.3,17.9,15.1,2
05/01/2020 15:00,26,11.9,9.1,31.2,30.9,19.6,19.5,15,2.2
05/01/2020 16:00,49.2,38.9,35.6,28.7,27.1,17.6,14.8,13.8,2.3
05/01/2020 17:00,32.3,21.3,19.3,26.6,24.8,16.5,16.9,16.5,4.9
05/01/2020 18:00,22.5,11.7,10,27.3,27.1,16.5,25.5,22.6,10.5
05/01/2020 19:00,51.2,40,39.4,35.8,32.7,24,23,22.1,9.5
05/01/2020 20:00,83.6,71.8,71.8,39.2,35.2,26.9,30.9,31.7,19.3
05/01/2020 21:00,60.2,46.1,47.3,38.9,36.2,27.1,34.2,34.9,23.2
05/01/2020 22:00,60.9,46.6,47.9,34,32,22.5,35.5,36.9,25.6
05/01/2020 23:00,39.6,22.9,21.3,34.5,36.4,25.1,35.5,36.8,25.9
06/01/2020 00:00,32.1,19.2,15.2,34,36.4,24.3,35.8,36.1,25.4
06/01/2020 01:00,46.9,33.1,31,37.6,37.4,28,43.9,44.7,34.8
06/01/2020 02:00,37.8,24.3,21.7,29.9,28.8,19.4,32.6,33.2,22.8
06/01/2020 03:00,23.8,11.9,9.5,30.9,28.5,19.2,31.9,31.5,22.2
06/01/2020 04:00,32,20.7,18.6,30.9,29.9,21.3,28.1,27.3,18.2
06/01/2020 05:00,47.7,36.6,35.1,29.3,28.8,19.6,26.9,26.7,17
06/01/2020 06:00,57.4,45.9,43.1,28.2,26.9,18.1,25.8,25.2,15.2
06/01/2020 07:00,52.2,41.3,38.7,29.4,24.8,17,24.1,23.5,13.8
06/01/2020 08:00,31.2,21,18.2,27.3,24.6,16.2,20.5,20.1,9.8
06/01/2020 09:00,27.7,15.1,11.8,27.5,25.6,16.4,19.3,17.4,6.3
06/01/2020 10:00,20.1,9.9,5.4,27,24.3,16.2,20,17.8,6.3
06/01/2020 11:00,20.2,9.3,6.7,25.1,23.3,14.6,18.8,13.3,2.1
06/01/2020 12:00,21.7,8.4,5.5,24.8,22.8,13.9,16.4,14.3,3.6
06/01/2020 13:00,20.5,8.6,5.8,25.4,22.5,13.7,16,14.3,3.2
06/01/2020 14:00,21.2,9,6,26.7,23.5,14.8,17.2,16.5,5.1
06/01/2020 15:00,21,11,11.2,25.3,22.3,13.4,14.2,13.9,2.1
06/01/2020 16:00,25.1,14.3,16.6,26.5,24,14.8,14.7,13.3,2.1
06/01/2020 17:00,20.9,9.8,7,26.1,22.9,14.1,15.1,13,2.3
06/01/2020 18:00,31.1,12,9.3,26.3,20.9,12.8,15.9,13.7,2.8
06/01/2020 19:00,29,13.2,9.9,25.8,22.3,12.9,15.7,14.6,2.7
06/01/2020 20:00,30.5,15.3,12.4,23,19.5,10.5,17.6,16.2,2.6
06/01/2020 21:00,48,37.2,32.5,28.7,25.5,12,19.9,17,3
06/01/2020 22:00,47.6,37.3,34.2,29.1,27.4,16.4,16,20.4,6.8
06/01/2020 23:00,42.7,31.9,28.2,32.1,27.5,16.6,18.7,17.3,3.8
07/01/2020 00:00,38.3,26.6,23.3,28.3,26,16.3,19.8,20.5,7.6
07/01/2020 01:00,47.2,36,32.9,28.6,26.1,17.3,17.4,17.5,5.4
07/01/2020 02:00,20.6,10.5,6.3,25.4,22.7,13,17.1,17.6,5.4
07/01/2020 03:00,25,15.3,10.8,29.6,27.5,18.5,19.2,19.7,7.8
07/01/2020 04:00,32.6,22.3,18.9,25.2,22.1,13.2,17.6,17.6,6.1
07/01/2020 05:00,66.5,55.9,53.2,26.5,23.8,14.8,19.5,19.7,8
07/01/2020 06:00,38.2,29,24.3,24,21.3,12.1,19.5,19.2,7.4
07/01/2020 07:00,31.7,21.8,17.8,26.2,21.7,13.9,19.1,18.9,7.4
07/01/2020 08:00,26.8,15.2,11.8,26.4,23,13.8,17.9,16.7,4.9
07/01/2020 09:00,19.7,8.8,5.2,25.6,22.4,13.2,20,17,5.6
07/01/2020 10:00,20.2,9.4,5.4,28.5,25.1,15.4,14.2,13.9,2
07/01/2020 11:00,20.3,10.3,5.5,25.8,23,13.4,16.6,14.7,3.4
07/01/2020 12:00,20.7,10.7,5.8,26.3,23.4,13.8,19.9,15.5,4.8
07/01/2020 13:00,20.7,9.7,5.3,25.9,23.8,12.4,22,16.4,5.8
07/01/2020 14:00,21.5,9,5.6,24.6,20.4,11.3,15.2,13.2,2.6
07/01/2020 15:00,36.3,23.7,21.2,26.1,22,12.8,14.9,12.8,2.1
07/01/2020 16:00,23.5,12.1,8.9,26,22.8,13.5,14.2,13,2
07/01/2020 17:00,21.1,10.5,7.3,25.3,22.5,13.3,14.5,12.9,2.4
07/01/2020 18:00,23.9,9.3,6.6,20.6,16.8,7.5,15.3,13.9,2.8
07/01/2020 19:00,22.4,9.9,7.4,32.9,25.2,17.6,16,16,3.1
07/01/2020 20:00,29.2,10.7,6.5,27.5,22,14.4,17.5,15.6,3.2
07/01/2020 21:00,26.5,12.3,8.9,29.8,30.6,14.8,16.4,16.1,3
07/01/2020 22:00,27.7,10.5,8.1,26.7,22,12.5,19.3,17.1,2.8
07/01/2020 23:00,23.8,11,7,30.7,24.5,14.3,20.8,18.9,5.5
08/01/2020 00:00,39.1,26.3,23.6,30.6,25.3,15,21.4,17.2,4.5
08/01/2020 01:00,55.5,43.4,42,26,22.4,12.5,19.6,18.8,6.3
08/01/2020 02:00,26.2,14.1,10.8,26.9,23.6,13.9,17.6,16.5,5.2
08/01/2020 03:00,20.5,9.4,5.9,28.8,25.4,15.7,19.2,18.5,7.4
08/01/2020 04:00,19.9,9.7,6.1,25.3,22.7,12.8,17.8,16.8,6.2
08/01/2020 05:00,46.1,35.2,32.4,27.1,24,14.4,19.3,18.2,7.8
08/01/2020 06:00,60.6,46.5,43.4,26,21.1,11.7,20.3,19.6,8.1
08/01/2020 07:00,41.4,30,27.3,23.9,20.6,10.8,31.5,30.6,20.3
08/01/2020 08:00,27.3,17,14.3,24.3,21.5,11.6,26.7,24.1,14.1
08/01/2020 09:00,19.8,8.9,5.6,24.8,20.1,11.6,20.1,16.2,5.7
08/01/2020 10:00,21,9,6.4,25.4,20.8,13,16.9,12.8,1.9
08/01/2020 11:00,21.4,10.9,7.9,12.3,10.2,5.6,20,13.6,1.9
08/01/2020 12:00,22.9,8.9,5.5,27.3,24.9,14.9,18.8,14.4,2.7
08/01/2020 13:00,34.2,22.1,18.1,29.4,24.6,14.9,16,13.7,2
08/01/2020 14:00,22.3,10.3,6,27.2,24,12.9,15,13,1.8
08/01/2020 15:00,26.5,12.8,9.8,25.5,20.7,14.7,14.6,13.3,3.5
08/01/2020 16:00,21.3,9.7,5.6,26.7,21.9,12.8,16.1,13.3,5.2
08/01/2020 17:00,20.6,10.1,6.2,27.8,21.3,11.9,16,13.3,2.8
08/01/2020 18:00,20.8,10,6.9,27.9,23.4,13.1,15.8,13.1,2.7
08/01/2020 19:00,24,10.1,8.3,28.9,24.4,15.8,15.9,14.2,2.9
08/01/2020 20:00,37.2,23.5,21.5,31.8,29,18.4,15,14,2.9
08/01/2020 21:00,50.1,36.6,33.9,30.5,26.5,17,16.5,14.9,2.8
